Code,Name,Market
035600,KG이니시스,KOSDAQ
354320,알멕,KOSDAQ
117580,대성에너지,KOSPI
241590,화승엔터프라이즈,KOSPI
950250,테라뷰,KOSDAQ
464080,에스오에스랩,KOSDAQ
000490,대동,KOSPI
267980,매일유업,KOSDAQ
092730,네오팜,KOSDAQ
061970,LB세미콘,KOSDAQ
002900,TYM,KOSPI
272110,케이엔제이,KOSDAQ
095500,미래나노텍,KOSDAQ
053690,한미글로벌,KOSPI
357550,석경에이티,KOSDAQ
304100,솔트룩스,KOSDAQ
013120,동원개발,KOSDAQ
206640,바디텍메드,KOSDAQ
018310,삼목에스폼,KOSDAQ
092460,한라IMS,KOSDAQ
126700,하이비젼시스템,KOSDAQ
003070,코오롱글로벌,KOSPI
452430,사피엔반도체,KOSDAQ
012860,모베이스전자,KOSDAQ
058430,포스코스틸리온,KOSPI
000390,삼화페인트,KOSPI
377190,디앤디플랫폼리츠,KOSPI
084990,헬릭스미스,KOSDAQ
474170,루미르,KOSDAQ
085910,네오티스,KOSDAQ
056090,시지메드텍,KOSDAQ
035150,백산,KOSPI
0008Z0,에스엔시스,KOSDAQ
221800,유투바이오,KOSDAQ
182400,엔케이젠바이오텍코리아,KOSDAQ
005710,대원산업,KOSDAQ
007160,사조산업,KOSPI
065680,우주일렉트로,KOSDAQ
043370,피에이치에이,KOSDAQ
950170,JTC,KOSDAQ
176750,듀켐바이오,KOSDAQ
001790,대한제당,KOSPI
02826K,삼성물산우B,KOSPI
256840,한국비엔씨,KOSDAQ
067080,대화제약,KOSDAQ
254490,미래반도체,KOSDAQ
108670,LX하우시스,KOSPI
404990,신한서부티엔디리츠,KOSPI
459510,나우로보틱스,KOSDAQ
108380,대양전기공업,KOSDAQ
000050,경방,KOSPI
036800,나이스정보통신,KOSDAQ
950140,잉글우드랩,KOSDAQ
160980,싸이맥스,KOSDAQ
452280,한선엔지니어링,KOSDAQ
0030R0,대신밸류리츠,KOSPI
121800,비덴트,KOSDAQ
033920,무학,KOSPI
380550,뉴로핏,KOSDAQ
053300,한국정보인증,KOSDAQ
058820,CMG제약,KOSDAQ
211270,AP위성,KOSDAQ
457550,우진엔텍,KOSDAQ
214180,헥토이노베이션,KOSDAQ
115450,HLB테라퓨틱스,KOSDAQ
112290,와이씨켐,KOSDAQ
199430,케이엔알시스템,KOSDAQ
094820,일진파워,KOSDAQ
377460,위니아에이드,KOSDAQ
217730,강스템바이오텍,KOSDAQ
481070,에이유브랜즈,KOSDAQ
001130,대한제분,KOSPI
136490,선진,KOSPI
003547,대신증권2우B,KOSPI
244920,에이플러스에셋,KOSPI
134380,미원화학,KOSPI
054210,이랜텍,KOSDAQ
418550,제이오,KOSDAQ
122900,아이마켓코리아,KOSPI
007570,일양약품,KOSPI
030210,다올투자증권,KOSPI
068930,디지털대성,KOSDAQ
009470,삼화전기,KOSPI
190510,나무가,KOSDAQ
194700,노바렉스,KOSDAQ
013890,지누스,KOSPI
044450,KSS해운,KOSPI
382900,범한퓨얼셀,KOSDAQ
462860,더즌,KOSDAQ
289930,웨이비스,KOSDAQ
004560,현대비앤지스틸,KOSPI
000680,LS네트웍스,KOSPI
475230,엔알비,KOSDAQ
001630,종근당홀딩스,KOSPI
005500,삼진제약,KOSPI
078070,유비쿼스홀딩스,KOSDAQ
053210,스카이라이프,KOSPI
051360,토비스,KOSDAQ
432320,KB스타리츠,KOSPI
461300,아이스크림미디어,KOSDAQ
403850,더핑크퐁컴퍼니,KOSDAQ
243840,신흥에스이씨,KOSDAQ
083310,엘오티베큠,KOSDAQ
210980,SK디앤디,KOSPI
199820,제일일렉트릭,KOSDAQ
004980,성신양회,KOSPI
332570,PS일렉트로닉스,KOSDAQ
000430,대원강업,KOSPI
017890,한국알콜,KOSDAQ
484810,티엑스알로보틱스,KOSDAQ
232530,이엠티,KONEX
357580,아모센스,KOSDAQ
034810,해성산업,KOSDAQ
028100,동아지질,KOSPI
307750,국전약품,KOSDAQ
003720,삼영,KOSPI
203400,에이비온,KOSDAQ
036030,케이티알파,KOSDAQ
144960,뉴파워프라즈마,KOSDAQ
091580,상신이디피,KOSDAQ
013580,계룡건설,KOSPI
079960,동양이엔피,KOSDAQ
353810,이지바이오,KOSDAQ
285490,노바텍,KOSDAQ
338220,뷰노,KOSDAQ
007860,서연,KOSPI
008490,서흥,KOSPI
036190,금화피에스시,KOSDAQ
041020,폴라리스오피스,KOSDAQ
065710,서호전기,KOSDAQ
003220,대원제약,KOSPI
019010,베뉴지,KOSDAQ
131030,옵투스제약,KOSDAQ
095570,AJ네트웍스,KOSPI
039840,디오,KOSDAQ
000480,CR홀딩스,KOSPI
100120,뷰웍스,KOSDAQ
051905,LG생활건강우,KOSPI
123330,제닉,KOSDAQ
402030,코난테크놀로지,KOSDAQ
084680,이월드,KOSPI
092070,디엔에프,KOSDAQ
115310,인포바인,KOSDAQ
372170,윤성에프앤씨,KOSDAQ
011690,와이투솔루션,KOSPI
126600,BGF에코머티리얼즈,KOSDAQ
226320,잇츠한불,KOSPI
0011A0,액스비스,KOSDAQ
039860,나노엔텍,KOSDAQ
270660,에브리봇,KOSDAQ
106190,하이텍팜,KOSDAQ
033530,SJG세종,KOSPI
003610,방림,KOSPI
484120,도우인시스,KOSDAQ
039570,HDC랩스,KOSPI
010955,S-Oil우,KOSPI
251370,와이엠티,KOSDAQ
489500,엘케이켐,KOSDAQ
084850,아이티엠반도체,KOSDAQ GLOBAL
025000,KPX케미칼,KOSPI
242040,나무기술,KOSDAQ
119610,인터로조,KOSDAQ
118990,모트렉스,KOSDAQ
064290,인텍플러스,KOSDAQ
405100,큐알티,KOSDAQ
402490,그린리소스,KOSDAQ
016880,웅진,KOSPI
140670,알에스오토메이션,KOSDAQ
002150,도화엔지니어링,KOSPI
098120,마이크로컨텍솔,KOSDAQ
425040,티이엠씨,KOSDAQ
080160,모두투어,KOSDAQ
001250,GS글로벌,KOSPI
388050,지투파워,KOSDAQ
298690,에어부산,KOSPI
004090,한국석유,KOSPI
237880,클리오,KOSDAQ
004430,송원산업,KOSPI
297090,씨에스베어링,KOSDAQ
121440,골프존홀딩스,KOSDAQ
010580,에스엠벡셀,KOSPI
000140,하이트진로홀딩스,KOSPI
082800,비보존 제약,KOSDAQ
179290,엠아이텍,KOSDAQ
264450,유비쿼스,KOSDAQ
064850,에프앤가이드,KOSDAQ
487570,HS효성,KOSPI
339770,교촌에프앤비,KOSPI
003555,LG우,KOSPI
003460,유화증권,KOSPI
005950,이수화학,KOSPI
417010,나노팀,KOSDAQ
234080,JW생명과학,KOSPI
000520,삼일제약,KOSPI
004380,삼익THK,KOSPI
380540,옵티코어,KOSDAQ
032620,유비케어,KOSDAQ
078150,HB테크놀러지,KOSDAQ
095700,제넥신,KOSDAQ
299030,하나기술,KOSDAQ
357880,SKAI,KOSDAQ
036560,KZ정밀,KOSDAQ
234690,녹십자웰빙,KOSDAQ
061090,세나테크놀로지,KOSDAQ
001780,알루코,KOSPI
432720,퀄리타스반도체,KOSDAQ
102120,어보브반도체,KOSDAQ
271980,제일약품,KOSPI
102260,동성케미컬,KOSPI
005960,동부건설,KOSPI
101970,우양에이치씨,KOSDAQ
001080,만호제강,KOSPI
003350,한국화장품제조,KOSPI
046970,우리로,KOSDAQ
001045,CJ우,KOSPI
123410,코리아에프티,KOSDAQ
104480,티케이케미칼,KOSDAQ
219130,타이거일렉,KOSDAQ
293780,압타바이오,KOSDAQ
143240,사람인,KOSDAQ
290690,소룩스,KOSDAQ
083930,아바코,KOSDAQ
039560,다산네트웍스,KOSDAQ
260870,SK시그넷,KONEX
213500,한솔제지,KOSPI
356680,엑스게이트,KOSDAQ
156100,엘앤케이바이오,KOSDAQ
290740,액트로,KOSDAQ
140610,엔솔바이오사이언스,KONEX
122990,와이솔,KOSDAQ
377450,리파인,KOSDAQ
002230,피에스텍,KOSDAQ
232680,라온로보틱스,KOSDAQ
001520,동양,KOSPI
003650,미창석유,KOSPI
114840,아이패밀리에스씨,KOSDAQ
389030,지니너스,KOSDAQ
042420,네오위즈홀딩스,KOSDAQ
016450,한세예스24홀딩스,KOSPI
052710,아모텍,KOSDAQ
086890,이수앱지스,KOSDAQ
456010,아이씨티케이,KOSDAQ
235980,메드팩토,KOSDAQ
054450,텔레칩스,KOSDAQ
439090,마녀공장,KOSDAQ
334970,프레스티지바이오로직스,KOSDAQ
458650,성우,KOSDAQ
473980,노머스,KOSDAQ
048870,시너지이노베이션,KOSDAQ
217270,넵튠,KOSDAQ
060150,인선이엔티,KOSDAQ
143160,아이디스,KOSDAQ
146320,비씨엔씨,KOSDAQ
000860,강남제비스코,KOSPI
081000,일진다이아,KOSPI
300080,플리토,KOSDAQ
016580,환인제약,KOSPI
032940,원익,KOSDAQ
031440,신세계푸드,KOSPI
016790,현대사료,KOSDAQ
071840,롯데하이마트,KOSPI
102460,이연제약,KOSPI
282720,금양그린파워,KOSDAQ
015230,대창단조,KOSPI
009070,KCTC,KOSPI
264850,이랜시스,KOSDAQ
011560,세보엠이씨,KOSDAQ
002990,금호건설,KOSPI
004960,한신공영,KOSPI
046440,KG모빌리언스,KOSDAQ
009580,무림P&P,KOSPI
272550,삼양패키징,KOSPI
452450,피아이이,KOSDAQ
101530,해태제과식품,KOSPI
002100,경농,KOSPI
323990,박셀바이오,KOSDAQ
322510,제이엘케이,KOSDAQ
092130,이크레더블,KOSDAQ
052330,코텍,KOSDAQ
047310,파워로직스,KOSDAQ
000700,유수홀딩스,KOSPI
090350,노루페인트,KOSPI
006060,화승인더,KOSPI
005430,한국공항,KOSPI
008970,KBI동양철관,KOSPI
101170,우림피티에스,KOSDAQ
418420,라온텍,KOSDAQ
289080,SV인베스트먼트,KOSDAQ
008830,대동기어,KOSDAQ
340450,지씨지놈,KOSDAQ
400760,NH올원리츠,KOSPI
123860,아나패스,KOSDAQ
012200,계양전기,KOSPI
011785,금호석유화학우,KOSPI
307180,아이엘,KOSDAQ
214390,경보제약,KOSPI
355150,코스텍시스,KOSDAQ
008350,남선알미늄,KOSPI
365330,에스와이스틸텍,KOSDAQ
125020,티씨머티리얼즈,KOSDAQ
038390,레드캡투어,KOSDAQ
475580,에이럭스,KOSDAQ
037560,LG헬로비전,KOSPI
267320,나인테크,KOSDAQ
023910,대한약품,KOSDAQ
000300,DH오토넥스,KOSPI
097955,CJ제일제당 우,KOSPI
119830,아이텍,KOSDAQ
066620,국보디자인,KOSDAQ
460850,동국씨엠,KOSPI
090470,제이스텍,KOSDAQ
005160,동국산업,KOSDAQ
002170,삼양통상,KOSPI
333430,일승,KOSDAQ
0004V0,엔비알모션,KOSDAQ
007330,푸른저축은행,KOSDAQ
264660,씨앤지하이테크,KOSDAQ
086980,쇼박스,KOSDAQ
089470,HDC현대EP,KOSPI
038290,마크로젠,KOSDAQ
001360,삼성제약,KOSPI
00279K,아모레퍼시픽홀딩스3우C,KOSPI
321370,센서뷰,KOSDAQ
035080,그래디언트,KOSDAQ
126730,코칩,KOSDAQ
234030,싸이닉솔루션,KOSDAQ
469610,이노테크,KOSDAQ
012610,경인양행,KOSPI
220260,켐트로스,KOSDAQ
003830,대한화섬,KOSPI
456070,이엔셀,KOSDAQ
261780,차백신연구소,KOSDAQ
453450,그리드위즈,KOSDAQ
011040,경동제약,KOSDAQ
025620,차AI헬스케어,KOSPI
214420,토니모리,KOSPI
476040,오가노이드사이언스,KOSDAQ
067280,멀티캠퍼스,KOSDAQ
104460,디와이피엔에프,KOSDAQ
037350,성도이엔지,KOSDAQ
054800,아이디스홀딩스,KOSDAQ
000020,동화약품,KOSPI
293580,나우IB,KOSDAQ
100250,진양홀딩스,KOSPI
282880,코윈테크,KOSDAQ
054620,APS,KOSDAQ
317400,자이에스앤디,KOSPI
293480,하나제약,KOSPI
464490,쿼드메디슨,KOSDAQ
488280,에스투더블유,KOSDAQ
037070,파세코,KOSDAQ
067000,조이시티,KOSDAQ
182360,큐브엔터,KOSDAQ
080420,모다이노칩,KOSDAQ
021820,세원정공,KOSPI
068790,DMS,KOSDAQ
462520,조선내화,KOSPI
259630,엠플러스,KOSDAQ
025820,이구산업,KOSPI
049430,코메론,KOSDAQ
322180,LS티라유텍,KOSDAQ
033340,좋은사람들,KOSDAQ
092190,서울바이오시스,KOSDAQ
000440,중앙에너비스,KOSDAQ
108230,톱텍,KOSDAQ
066410,버킷스튜디오,KOSDAQ
417500,제이아이테크,KOSDAQ
046070,코다코,KOSDAQ
013990,아가방컴퍼니,KOSDAQ
256940,킵스파마,KOSDAQ
069510,에스텍,KOSDAQ
148150,세경하이테크,KOSDAQ
158430,아톤,KOSDAQ
007540,샘표,KOSPI
078000,텔코웨어,KOSPI
047770,코데즈컴바인,KOSDAQ
129920,대성하이텍,KOSDAQ
053700,삼보모터스,KOSDAQ
004970,신라교역,KOSPI
047560,이스트소프트,KOSDAQ
019180,티에이치엔,KOSPI
093640,케이알엠,KOSDAQ
260970,에스앤디,KOSDAQ
042600,새로닉스,KOSDAQ
018470,조일알미늄,KOSPI
023600,삼보판지,KOSDAQ
072870,메가스터디,KOSDAQ
011700,한신기계,KOSPI
203650,드림시큐리티,KOSDAQ
093190,빅솔론,KOSDAQ
204610,티쓰리,KOSDAQ
008110,대동전자,KOSPI
000970,한국주철관,KOSPI
044820,코스맥스비티아이,KOSPI
004710,한솔테크닉스,KOSPI
147830,제룡산업,KOSDAQ
071200,인피니트헬스케어,KOSDAQ
017900,광전자,KOSPI
417840,저스템,KOSDAQ
225190,LK삼양,KOSDAQ
040300,YTN,KOSDAQ
054540,삼영엠텍,KOSDAQ
041440,현대에버다임,KOSDAQ
0015S0,페스카로,KOSDAQ
107590,미원홀딩스,KOSPI
250060,모비스,KOSDAQ
265740,엔에프씨,KOSDAQ
038110,에코플라스틱,KOSDAQ
382800,지앤비에스 에코,KOSDAQ
095190,이엠코리아,KOSDAQ
003480,한진중공업홀딩스,KOSPI
009270,신원,KOSPI
005990,매일홀딩스,KOSDAQ
090850,현대이지웰,KOSDAQ
006620,동구바이오제약,KOSDAQ
331740,아우토크립트,KOSDAQ
192440,슈피겐코리아,KOSDAQ
136150,원일티엔아이,KOSDAQ
049720,고려신용정보,KOSDAQ
008040,사조동아원,KOSPI
298000,효성화학,KOSPI
217820,원익피앤이,KOSDAQ
073010,케이에스피,KOSDAQ
005860,한일사료,KOSDAQ
210540,디와이파워,KOSPI
051980,중앙첨단소재,KOSDAQ
024800,유성티엔에스,KOSDAQ
045970,코아시아,KOSDAQ
138360,앤로보틱스,KOSDAQ
187870,디바이스,KOSDAQ
014280,금강공업,KOSPI
297890,HB솔루션,KOSDAQ
079430,현대리바트,KOSPI
014970,삼륭물산,KOSDAQ
445180,퓨릿,KOSDAQ
017510,세명전기,KOSDAQ
053080,케이엔솔,KOSDAQ
063570,NICE인프라,KOSDAQ
215100,로보로보,KOSDAQ
094280,효성ITX,KOSPI
002780,진흥기업,KOSPI
002390,한독,KOSPI
107600,새빗켐,KOSDAQ
03473K,SK우,KOSPI
027710,팜스토리,KOSDAQ
021320,KCC건설,KOSDAQ
363280,티와이홀딩스,KOSPI
263720,디앤씨미디어,KOSDAQ
306620,지아이에스,KOSDAQ
136540,윈스테크넷,KOSDAQ
310200,애니플러스,KOSDAQ
005800,신영와코루,KOSPI
088130,동아엘텍,KOSDAQ
004150,한솔홀딩스,KOSPI
010100,한국무브넥스,KOSPI
070960,모나용평,KOSPI
214680,디알텍,KOSDAQ
015890,태경산업,KOSPI
122450,KX,KOSDAQ
083500,에프엔에스테크,KOSDAQ
035000,HS애드,KOSPI
123040,엠에스오토텍,KOSDAQ
003100,선광,KOSDAQ
027970,한국제지,KOSPI
013520,화승코퍼레이션,KOSPI
016710,대성홀딩스,KOSPI
085670,뉴프렉스,KOSDAQ
086670,비엠티,KOSDAQ
004250,NPC,KOSPI
065450,빅텍,KOSDAQ
240550,동방메디컬,KOSDAQ
109740,디에스케이,KOSDAQ
012320,경동인베스트,KOSPI
360070,탑머티리얼,KOSDAQ
024090,디씨엠,KOSPI
246710,티앤알바이오팹,KOSDAQ
408920,메쎄이상,KOSDAQ
036220,오상헬스케어,KOSDAQ
036710,심텍홀딩스,KOSDAQ
063170,서울옥션,KOSDAQ
217950,파마리서치바이오,KONEX
336680,탑런토탈솔루션,KOSDAQ
048530,인트론바이오,KOSDAQ
413630,씨피시스템,KOSDAQ
205100,엑셈,KOSDAQ
095720,웅진씽크빅,KOSPI
021080,에이티넘인베스트,KOSDAQ
149950,아바텍,KOSDAQ
011280,태림포장,KOSPI
226400,오스테오닉,KOSDAQ
059120,아진엑스텍,KOSDAQ
089600,KT나스미디어,KOSDAQ
350520,이지스레지던스리츠,KOSPI
255440,야스,KOSDAQ
019680,대교,KOSPI
001290,상상인증권,KOSPI
002620,제일파마홀딩스,KOSPI
013570,디와이,KOSPI
004140,동방,KOSPI
083420,그린케미칼,KOSPI
077500,유니퀘스트,KOSPI
016740,두올,KOSPI
382840,원준,KOSDAQ
049960,쎌바이오텍,KOSDAQ
474610,RF시스템즈,KOSDAQ
269620,시스웍,KOSDAQ
067990,도이치모터스,KOSDAQ
123690,한국화장품,KOSPI
096250,와이즈넛,KOSDAQ
267290,경동도시가스,KOSPI
024880,케이피에프,KOSDAQ
003310,대주산업,KOSDAQ
388790,라이콤,KOSDAQ
248170,샘표식품,KOSPI
209640,와이제이링크,KOSDAQ
417970,모델솔루션,KOSDAQ
004080,신흥,KOSPI
054050,농우바이오,KOSDAQ
067900,와이엔텍,KOSDAQ
388870,파로스아이바이오,KOSDAQ
100130,동국S&C,KOSDAQ
337930,젝시믹스,KOSDAQ
067830,세이브존I&C,KOSPI
489460,바이오비쥬,KOSDAQ
008700,아남전자,KOSPI
014710,사조씨푸드,KOSPI
029480,광무,KOSDAQ
002460,HS화성,KOSPI
109610,에스와이,KOSDAQ
014790,HL D&I,KOSPI
059210,메타바이오메드,KOSDAQ
096350,대창솔루션,KOSDAQ
120030,조선선재,KOSPI
052420,오성첨단소재,KOSDAQ
054920,한컴위드,KOSDAQ
039980,폴라리스AI,KOSDAQ
036690,코맥스,KOSDAQ
049950,미래컴퍼니,KOSDAQ
014530,극동유화,KOSPI
267850,아시아나IDT,KOSPI
007210,벽산,KOSPI
010660,화천기계,KOSPI
032300,한국파마,KOSDAQ
014580,태경비케이,KOSPI
036420,콘텐트리중앙,KOSPI
013310,아진산업,KOSDAQ
309960,LB인베스트먼트,KOSDAQ
051160,지어소프트,KOSDAQ
381620,제닉스로보틱스,KOSDAQ
025950,동신건설,KOSDAQ
017550,수산세보틱스,KOSPI
066310,큐에스아이,KOSDAQ
009780,엠에스씨,KOSDAQ
015590,DKME,KOSPI
263860,지니언스,KOSDAQ
036580,팜스코,KOSPI
036010,아비코전자,KOSDAQ
396270,넥스트칩,KOSDAQ
366030,공구우먼,KOSDAQ
002200,한국수출포장,KOSPI
005870,휴니드,KOSPI
217330,싸이토젠,KOSDAQ
131370,알서포트,KOSDAQ
389140,포바이포,KOSDAQ
223250,드림씨아이에스,KOSDAQ
052260,현대바이오랜드,KOSDAQ
084670,동양고속,KOSPI
099750,이지케어텍,KOSDAQ
040160,누리플렉스,KOSDAQ
071280,로체시스템즈,KOSDAQ
023900,풍국주정,KOSDAQ
096240,크레버스,KOSDAQ
038540,상상인,KOSDAQ
012800,대창,KOSPI
0015N0,아로마티카,KOSDAQ
432470,케이엔에스,KOSDAQ
141000,비아트론,KOSDAQ
049520,유아이엘,KOSDAQ
000230,일동홀딩스,KOSPI
034590,인천도시가스,KOSPI
086960,MDS테크,KOSDAQ
305090,마이크로디지탈,KOSDAQ
166480,코아스템켐온,KOSDAQ
251120,바이오에프디엔씨,KOSDAQ
020120,키다리스튜디오,KOSPI
317770,엑스페릭스,KOSDAQ
073560,우리손에프앤지,KOSDAQ
105330,케이엔더블유,KOSDAQ
074430,아미노로직스,KOSDAQ
290720,푸드나무,KOSDAQ
018120,진로발효,KOSDAQ
439580,블루엠텍,KOSDAQ
053580,웹케시,KOSDAQ
041590,플래스크,KOSDAQ
424960,스마트레이더시스템,KOSDAQ
125210,아모그린텍,KOSDAQ
065170,비엘팜텍,KOSDAQ
014160,대영포장,KOSPI
091120,이엠텍,KOSDAQ
004100,태양금속,KOSPI
044990,에이치엔에스하이텍,KOSDAQ
026150,특수건설,KOSDAQ
007110,일신석재,KOSPI
078890,가온그룹,KOSDAQ
086710,선진뷰티사이언스,KOSDAQ
063080,컴투스홀딩스,KOSDAQ
083790,CG인바이츠,KOSDAQ
033290,로젠,KOSDAQ
038460,바이오스마트,KOSDAQ
308080,바이젠셀,KOSDAQ
059270,해성에어로보틱스,KOSDAQ
227840,현대코퍼레이션홀딩스,KOSPI
001275,부국증권우,KOSPI
187790,나노,KOSDAQ
037030,파워넷,KOSDAQ
066590,우수AMS,KOSDAQ
139990,아주스틸,KOSPI
039340,한국경제TV,KOSDAQ
007460,에이프로젠,KOSPI
105550,엣지파운드리,KOSDAQ
002450,삼익악기,KOSPI
208370,셀바스헬스케어,KOSDAQ
463020,뉴엔AI,KOSDAQ
088390,이녹스,KOSDAQ
142210,유니트론텍,KOSDAQ
370090,퓨런티어,KOSDAQ
418470,KT밀리의서재,KOSDAQ
396470,워트,KOSDAQ
443250,레뷰코퍼레이션,KOSDAQ
443670,에스피소프트,KOSDAQ
078140,대봉엘에스,KOSDAQ
290660,네오펙트,KOSDAQ
030960,양지사,KOSDAQ
001560,제일연마,KOSPI
124560,태웅로직스,KOSDAQ
058850,KTcs,KOSPI
307930,컴퍼니케이,KOSDAQ
214270,FSN,KOSDAQ
011810,STX,KOSPI
205500,넥써쓰,KOSDAQ
115440,우리넷,KOSDAQ
330350,위더스제약,KOSDAQ
115500,케이씨에스,KOSDAQ
048550,SM C&C,KOSDAQ
067290,JW신약,KOSDAQ
100700,세운메디칼,KOSDAQ
149980,하이로닉,KOSDAQ
278650,HLB바이오스텝,KOSDAQ
004840,DRB동일,KOSPI
101330,모베이스,KOSDAQ
040910,아이씨디,KOSDAQ
950130,엑세스바이오,KOSDAQ
950190,고스트스튜디오,KOSDAQ
033130,디지틀조선,KOSDAQ
377480,마음AI,KOSDAQ
298540,더네이쳐홀딩스,KOSDAQ
001020,페이퍼코리아,KOSPI
004060,SG세계물산,KOSPI
011370,서한,KOSDAQ
023450,동남합성,KOSPI
041520,이엘씨,KOSDAQ
047820,초록뱀미디어,KOSDAQ
089230,THE E&M,KOSDAQ
017370,우신시스템,KOSPI
446540,메가터치,KOSDAQ
117670,알파칩스,KOSDAQ
023800,인지컨트롤스,KOSPI
460940,피앤에스로보틱스,KOSDAQ
348080,큐라티스,KOSDAQ
214330,금호에이치티,KOSPI
362320,청담글로벌,KOSDAQ
039830,오로라,KOSDAQ
101670,하이드로리튬,KOSDAQ
317830,에스피시스템스,KOSDAQ
081180,쎄크,KOSDAQ
191420,테고사이언스,KOSDAQ
303810,동국생명과학,KOSDAQ
264900,크라운제과,KOSPI
002720,국제약품,KOSPI
046210,HLB파나진,KOSDAQ
493330,지에프아이,KOSDAQ
172670,에이엘티,KOSDAQ
299170,더블유에스아이,KOSDAQ
063160,종근당바이오,KOSPI
006840,AK홀딩스,KOSPI
008260,NI스틸,KOSPI
092040,아미코젠,KOSDAQ
005740,크라운해태홀딩스,KOSPI
311690,CJ 바이오사이언스,KOSDAQ
229500,노브메타파마,KONEX
003580,HLB글로벌,KOSPI
315640,딥노이드,KOSDAQ
000180,성창기업지주,KOSPI
007820,에스엠코어,KOSDAQ
339950,아이비김영,KOSDAQ
001540,안국약품,KOSDAQ
006890,태경케미컬,KOSPI
019550,SBI인베스트먼트,KOSDAQ
228850,레이언스,KOSDAQ
294630,서남,KOSDAQ
013360,일성건설,KOSPI
024830,세원물산,KOSDAQ
005750,대림바스,KOSPI
041910,폴라리스AI파마,KOSDAQ
032560,황금에스티,KOSPI
302550,리메드,KOSDAQ
119650,KC코트렐,KOSPI
013870,지엠비코리아,KOSPI
348350,위드텍,KOSDAQ
009300,삼아제약,KOSDAQ
225530,HC보광산업,KOSDAQ
396300,세아메카닉스,KOSDAQ
076610,해성옵틱스,KOSDAQ
042510,라온시큐어,KOSDAQ
054670,대한뉴팜,KOSDAQ
006140,피제이전자,KOSDAQ
000105,유한양행우,KOSPI
246720,아스타,KOSDAQ
201490,미투온,KOSDAQ
002220,한일철강,KOSPI
452190,한빛레이저,KOSDAQ
084650,랩지노믹스,KOSDAQ
105740,디케이락,KOSDAQ
066700,테라젠이텍스,KOSDAQ
357230,에이치피오,KOSDAQ
348150,고바이오랩,KOSDAQ
205470,휴마시스,KOSDAQ
014950,삼익제약,KOSDAQ
041930,동아화성,KOSDAQ
043610,KT지니뮤직,KOSDAQ
058400,KNN,KOSDAQ
173130,오파스넷,KOSDAQ
330730,스톤브릿지벤처스,KOSDAQ
066790,씨씨에스,KOSDAQ
058860,KTis,KOSPI
448710,코츠테크놀로지,KOSDAQ
396690,미래에셋글로벌리츠,KOSPI
101140,인바이오젠,KOSPI
33626K,두산퓨얼셀1우,KOSPI
120240,대정화금,KOSDAQ
035610,솔본,KOSDAQ
091440,한울소재과학,KOSDAQ
010960,삼호개발,KOSPI
068240,다원시스,KOSDAQ
048910,대원미디어,KOSDAQ
002700,신일전자,KOSPI
078935,GS우,KOSPI
352090,스톰테크,KOSDAQ
058630,엠게임,KOSDAQ
024740,한일단조,KOSDAQ
084730,팅크웨어,KOSDAQ
458350,에스팀,KOSDAQ
011150,CJ씨푸드,KOSPI
192410,오늘이엔엠,KOSDAQ
163560,동일고무벨트,KOSPI
453860,에이에스텍,KOSDAQ
006660,삼성공조,KOSPI
277880,티에스아이,KOSDAQ
093920,서원인텍,KOSDAQ
007980,TP,KOSPI
023000,삼원강재,KOSPI
296160,프로젠,KONEX
212560,네오오토,KOSDAQ
110790,크리스에프앤씨,KOSDAQ
060590,씨티씨바이오,KOSDAQ
411080,샌즈랩,KOSDAQ
100590,머큐리,KOSDAQ
065510,휴비츠,KOSDAQ
004890,동일산업,KOSPI
413390,엠오티,KOSDAQ
163730,핑거,KOSDAQ
241690,유니테크노,KOSDAQ
014440,영보화학,KOSPI
012700,리드코프,KOSDAQ
347890,엠투아이,KOSDAQ
451220,아이엠티,KOSDAQ
033320,제이씨현시스템,KOSDAQ
060570,드림어스컴퍼니,KOSDAQ
461030,아이엠비디엑스,KOSDAQ
412350,레이저쎌,KOSDAQ
137950,제이씨케미칼,KOSDAQ
000590,CS홀딩스,KOSPI
082850,우리바이오,KOSDAQ
214260,라파스,KOSDAQ
067570,엔브이에이치코리아,KOSDAQ
360350,코셈,KOSDAQ
175140,휴먼테크놀로지,KOSDAQ
053280,예스24,KOSDAQ
323350,다원넥스뷰,KOSDAQ
261520,이지스,KOSDAQ
079810,디이엔티,KOSDAQ
040420,정상제이엘에스,KOSDAQ
234300,에스트래픽,KOSDAQ
068290,삼성출판사,KOSPI
950220,네오이뮨텍,KOSDAQ
102370,케이옥션,KOSDAQ
019990,에너토크,KOSDAQ
216050,인크로스,KOSDAQ
203690,아크솔루션스,KOSDAQ
004650,창해에탄올,KOSDAQ
419050,삼기에너지솔루션즈,KOSDAQ
019540,일지테크,KOSDAQ
290670,대보마그네틱,KOSDAQ
065530,와이어블,KOSDAQ
071670,에이테크솔루션,KOSDAQ
382480,지아이텍,KOSDAQ
265560,영화테크,KOSDAQ
001260,남광토건,KOSPI
085310,엔케이,KOSPI
002600,조흥,KOSPI
311320,지오엘리먼트,KOSDAQ
044340,위닉스,KOSDAQ
079980,휴비스,KOSPI
104040,대성파인텍,KOSDAQ
373200,엑스플러스,KOSDAQ
111380,동인기연,KOSPI
130580,나이스디앤비,KOSDAQ
009200,무림페이퍼,KOSPI
032850,비트컴퓨터,KOSDAQ
207760,미스터블루,KOSDAQ
